user_name,age_type,gender,life_event,children,years_of_experience,characteristics,desired_income
scott7606,30-45,Female,Getting Married,4,16,Patience;Loving and caring nature,> 50tr
jeffrey4460,<25,Male,Starting a Career,1,49,Loving and caring nature;Communication skills,10tr - 30tr
michelle5415,25-30,Male,Getting Married,2,11,Loving and caring nature;Communication skills,> 50tr
richard6537,>60,Female,Retirement,2,40,Communication skills;Responsibility and Carefulness;Patience,10tr - 30tr
kevin5485,30-45,Female,Retirement,5,0,Patience;Loving and caring nature,> 50tr
robert5057,>60,Male,Retirement,5,47,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
deborah4782,50-60,Female,Retirement,5,7,Patience;Loving and caring nature;Responsibility and Carefulness,30tr - 50tr
jay2697,50-60,Male,Retirement,0,35,Patience;Loving and caring nature;Responsibility and Carefulness,> 50tr
alexander3240,50-60,Male,Getting Married,0,16,Communication skills;Patience;Responsibility and Carefulness,> 50tr
lisa9844,>60,Female,Starting a Career,3,24,Communication skills;Patience,> 50tr
heidi7910,>60,Male,Starting a Career,4,18,Communication skills;Patience;Loving and caring nature,> 50tr
andrea9422,>60,Female,Retirement,2,14,Patience;Loving and caring nature,< 10tr
jason6053,<25,Female,Retirement,0,30,Loving and caring nature;Patience,> 50tr
kevin7191,>60,Male,Major Illness/Disability,1,1,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
scott1045,>60,Male,Getting Married,5,12,Patience;Loving and caring nature,10tr - 30tr
george1176,>60,Male,Losing a Job,3,41,Responsibility and Carefulness;Loving and caring nature;Patience,30tr - 50tr
manuel6687,25-30,Female,Getting Married,4,28,Loving and caring nature;Responsibility and Carefulness,> 50tr
lauren8307,<25,Female,Starting a Career,2,6,Communication skills;Responsibility and Carefulness;Patience,10tr - 30tr
kimberly8739,25-30,Male,Getting Married,0,38,Communication skills;Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
nicholas5784,>60,Female,Starting a Career,5,42,Responsibility and Carefulness;Loving and caring nature;Communication skills,30tr - 50tr
melvin1447,25-30,Male,Getting Married,0,6,Patience;Loving and caring nature,10tr - 30tr
abigail2800,>60,Male,Major Illness/Disability,3,5,Communication skills;Responsibility and Carefulness,> 50tr
dean4725,45-50,Female,Major Illness/Disability,1,34,Responsibility and Carefulness;Patience,< 10tr
jerry9337,<25,Male,Losing a Job,0,43,Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
heather3379,<25,Male,Retirement,4,40,Responsibility and Carefulness;Loving and caring nature,> 50tr
kristen9431,30-45,Male,Major Illness/Disability,3,46,Responsibility and Carefulness;Communication skills,> 50tr
jeffrey1990,>60,Female,Major Illness/Disability,1,20,Responsibility and Carefulness;Loving and caring nature;Patience,> 50tr
brandon1816,>60,Male,Getting Married,4,17,Loving and caring nature;Communication skills;Patience,10tr - 30tr
paul8029,>60,Female,Getting Married,4,49,Responsibility and Carefulness;Communication skills;Patience,10tr - 30tr
dawn2849,>60,Female,Losing a Job,4,38,Patience;Loving and caring nature;Communication skills,> 50tr
claudia1370,>60,Male,Starting a Career,1,25,Communication skills;Responsibility and Carefulness,> 50tr
james7365,>60,Male,Retirement,1,38,Communication skills;Patience;Loving and caring nature,> 50tr
meghan4454,>60,Female,Losing a Job,0,43,Responsibility and Carefulness;Communication skills,10tr - 30tr
crystal7761,<25,Female,Losing a Job,5,32,Responsibility and Carefulness;Communication skills;Patience,< 10tr
darren5779,>60,Female,Getting Married,3,14,Communication skills;Patience,> 50tr
douglas8087,<25,Male,Starting a Career,1,18,Responsibility and Carefulness;Communication skills,> 50tr
jill8196,>60,Female,Losing a Job,3,6,Patience;Communication skills,> 50tr
anthony4831,>60,Male,Losing a Job,4,28,Loving and caring nature;Communication skills,> 50tr
holly4190,>60,Male,Retirement,0,4,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
laurie8475,50-60,Male,Losing a Job,3,25,Patience;Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
rhonda2124,<25,Male,Retirement,3,4,Loving and caring nature;Patience,30tr - 50tr
elizabeth1001,30-45,Female,Getting Married,1,15,Responsibility and Carefulness;Communication skills;Patience,> 50tr
james7189,>60,Female,Major Illness/Disability,5,37,Responsibility and Carefulness;Loving and caring nature,< 10tr
elizabeth4408,45-50,Male,Losing a Job,2,3,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
timothy2619,45-50,Male,Getting Married,1,7,Loving and caring nature;Communication skills,> 50tr
kristy2906,>60,Female,Getting Married,2,20,Loving and caring nature;Communication skills,30tr - 50tr
anna2339,30-45,Male,Starting a Career,4,38,Loving and caring nature;Responsibility and Carefulness,> 50tr
alison3774,50-60,Male,Getting Married,0,19,Communication skills;Loving and caring nature;Patience,> 50tr
stephanie2312,>60,Male,Starting a Career,5,3,Loving and caring nature;Patience,> 50tr
austin7600,>60,Female,Major Illness/Disability,0,22,Responsibility and Carefulness;Communication skills,30tr - 50tr
shelby3116,>60,Female,Getting Married,0,10,Communication skills;Loving and caring nature,> 50tr
natalie9848,30-45,Female,Losing a Job,1,27,Patience;Responsibility and Carefulness;Loving and caring nature,> 50tr
pamela1078,50-60,Male,Major Illness/Disability,3,49,Loving and caring nature;Patience,> 50tr
sarah5602,>60,Female,Losing a Job,4,40,Loving and caring nature;Responsibility and Carefulness;Communication skills,> 50tr
anne9905,45-50,Male,Starting a Career,3,15,Patience;Communication skills,< 10tr
kristy6647,30-45,Female,Starting a Career,2,12,Loving and caring nature;Patience;Responsibility and Carefulness,30tr - 50tr
gary9535,50-60,Male,Retirement,4,8,Patience;Communication skills,> 50tr
jeffrey8395,<25,Female,Losing a Job,4,49,Loving and caring nature;Responsibility and Carefulness,> 50tr
veronica5500,25-30,Male,Starting a Career,0,7,Loving and caring nature;Responsibility and Carefulness,> 50tr
mark8503,<25,Female,Losing a Job,5,44,Responsibility and Carefulness;Communication skills,> 50tr
heidi4881,<25,Female,Losing a Job,2,18,Loving and caring nature;Patience;Responsibility and Carefulness,10tr - 30tr
jack7055,>60,Female,Starting a Career,1,24,Responsibility and Carefulness;Communication skills;Patience,> 50tr
brandon5652,<25,Male,Losing a Job,3,50,Communication skills;Loving and caring nature,> 50tr
jenna6330,>60,Male,Starting a Career,1,22,Responsibility and Carefulness;Loving and caring nature,> 50tr
isaiah4572,<25,Female,Starting a Career,2,26,Loving and caring nature;Responsibility and Carefulness;Patience,30tr - 50tr
donna4371,30-45,Female,Starting a Career,0,13,Responsibility and Carefulness;Communication skills;Patience,10tr - 30tr
jonathan4220,45-50,Male,Starting a Career,3,42,Communication skills;Loving and caring nature,> 50tr
karen5419,>60,Female,Losing a Job,1,17,Responsibility and Carefulness;Patience;Loving and caring nature,> 50tr
chad7087,<25,Female,Starting a Career,0,26,Patience;Responsibility and Carefulness,10tr - 30tr
renee8963,>60,Male,Major Illness/Disability,2,15,Responsibility and Carefulness;Loving and caring nature;Communication skills,> 50tr
julie8936,>60,Male,Starting a Career,5,41,Loving and caring nature;Responsibility and Carefulness;Communication skills,> 50tr
brenda2460,30-45,Male,Starting a Career,1,10,Communication skills;Loving and caring nature;Patience,> 50tr
philip7726,50-60,Female,Retirement,0,2,Responsibility and Carefulness;Communication skills,> 50tr
nicholas6877,50-60,Male,Retirement,0,46,Responsibility and Carefulness;Patience;Loving and caring nature,> 50tr
edward9466,50-60,Female,Getting Married,0,27,Patience;Communication skills,10tr - 30tr
morgan4317,30-45,Female,Major Illness/Disability,1,14,Communication skills;Patience,10tr - 30tr
christina9668,>60,Female,Starting a Career,3,50,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
scott4411,50-60,Female,Major Illness/Disability,4,15,Communication skills;Responsibility and Carefulness;Patience,10tr - 30tr
taylor2353,>60,Male,Losing a Job,3,44,Communication skills;Responsibility and Carefulness,> 50tr
tracy5628,50-60,Male,Getting Married,0,8,Patience;Responsibility and Carefulness;Loving and caring nature,> 50tr
jeanette1918,30-45,Male,Losing a Job,4,14,Loving and caring nature;Patience,< 10tr
crystal3996,>60,Male,Starting a Career,2,14,Communication skills;Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
robert9038,>60,Male,Starting a Career,1,36,Patience;Loving and caring nature;Responsibility and Carefulness,30tr - 50tr
morgan3138,>60,Male,Losing a Job,3,29,Communication skills;Patience,10tr - 30tr
jasmine7241,<25,Male,Starting a Career,0,50,Patience;Responsibility and Carefulness,10tr - 30tr
emily5989,50-60,Female,Getting Married,4,23,Communication skills;Patience;Responsibility and Carefulness,> 50tr
grace3035,>60,Female,Retirement,3,38,Patience;Responsibility and Carefulness,> 50tr
mark9105,<25,Female,Starting a Career,4,41,Patience;Responsibility and Carefulness,< 10tr
daniel5747,25-30,Female,Losing a Job,3,41,Communication skills;Loving and caring nature;Patience,30tr - 50tr
jerry1555,30-45,Female,Getting Married,4,39,Patience;Loving and caring nature;Communication skills,> 50tr
laura9723,30-45,Female,Getting Married,1,8,Patience;Responsibility and Carefulness,10tr - 30tr
shelly2118,50-60,Male,Retirement,4,10,Communication skills;Patience,< 10tr
linda3069,>60,Male,Losing a Job,4,44,Communication skills;Patience,30tr - 50tr
mary7266,<25,Male,Starting a Career,3,16,Loving and caring nature;Communication skills,10tr - 30tr
brenda3312,<25,Female,Major Illness/Disability,5,28,Loving and caring nature;Patience;Communication skills,30tr - 50tr
bethany9287,50-60,Female,Major Illness/Disability,0,24,Communication skills;Loving and caring nature,30tr - 50tr
carmen5545,50-60,Male,Getting Married,3,18,Loving and caring nature;Patience,30tr - 50tr
christine2941,>60,Female,Major Illness/Disability,4,3,Communication skills;Patience,> 50tr
fernando9801,25-30,Female,Getting Married,3,22,Communication skills;Loving and caring nature;Responsibility and Carefulness,30tr - 50tr
renee8154,>60,Male,Losing a Job,5,32,Loving and caring nature;Patience,> 50tr
james3278,<25,Male,Retirement,1,16,Communication skills;Responsibility and Carefulness,10tr - 30tr
david5089,>60,Female,Retirement,4,40,Responsibility and Carefulness;Communication skills,> 50tr
ray8295,>60,Male,Retirement,0,27,Responsibility and Carefulness;Loving and caring nature;Patience,10tr - 30tr
patrick6166,<25,Male,Starting a Career,5,40,Communication skills;Patience,30tr - 50tr
paul1706,>60,Male,Major Illness/Disability,4,24,Communication skills;Responsibility and Carefulness;Patience,> 50tr
jonathan1622,30-45,Female,Major Illness/Disability,2,50,Loving and caring nature;Communication skills;Responsibility and Carefulness,30tr - 50tr
michael2225,50-60,Male,Starting a Career,3,9,Responsibility and Carefulness;Communication skills,> 50tr
karen1762,>60,Female,Getting Married,4,42,Communication skills;Patience,> 50tr
sarah3350,<25,Male,Starting a Career,1,15,Responsibility and Carefulness;Communication skills;Loving and caring nature,30tr - 50tr
courtney3188,<25,Female,Getting Married,1,43,Responsibility and Carefulness;Patience,> 50tr
johnny6453,<25,Male,Major Illness/Disability,2,40,Patience;Communication skills;Loving and caring nature,> 50tr
jeremy2477,>60,Female,Major Illness/Disability,0,3,Communication skills;Responsibility and Carefulness,> 50tr
robert6886,25-30,Female,Losing a Job,1,49,Patience;Responsibility and Carefulness,> 50tr
brooke6169,>60,Female,Losing a Job,4,28,Responsibility and Carefulness;Communication skills,> 50tr
jay2290,>60,Female,Getting Married,4,42,Communication skills;Responsibility and Carefulness;Patience,30tr - 50tr
george1165,>60,Male,Retirement,4,17,Loving and caring nature;Responsibility and Carefulness;Patience,30tr - 50tr
gabriel8903,<25,Female,Losing a Job,3,36,Communication skills;Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
brittany3783,>60,Female,Getting Married,1,29,Loving and caring nature;Communication skills;Responsibility and Carefulness,10tr - 30tr
meagan3114,30-45,Male,Starting a Career,4,36,Patience;Loving and caring nature;Communication skills,> 50tr
tammy8016,>60,Female,Losing a Job,4,36,Communication skills;Responsibility and Carefulness,30tr - 50tr
heather4614,30-45,Female,Losing a Job,0,2,Patience;Communication skills;Responsibility and Carefulness,10tr - 30tr
tonya9044,<25,Female,Getting Married,4,49,Patience;Loving and caring nature,30tr - 50tr
tina1197,50-60,Female,Major Illness/Disability,5,37,Communication skills;Patience,10tr - 30tr
david7743,>60,Female,Getting Married,0,34,Loving and caring nature;Communication skills,< 10tr
john8173,>60,Male,Retirement,1,0,Responsibility and Carefulness;Communication skills,10tr - 30tr
christine3246,>60,Female,Getting Married,5,19,Responsibility and Carefulness;Communication skills;Loving and caring nature,10tr - 30tr
teresa3906,>60,Male,Losing a Job,4,19,Communication skills;Responsibility and Carefulness,> 50tr
julia3823,>60,Male,Major Illness/Disability,5,36,Communication skills;Responsibility and Carefulness,30tr - 50tr
susan3985,50-60,Male,Retirement,0,5,Patience;Responsibility and Carefulness,10tr - 30tr
lisa1230,30-45,Male,Losing a Job,3,8,Loving and caring nature;Communication skills,10tr - 30tr
jonathan1788,30-45,Male,Losing a Job,0,26,Loving and caring nature;Responsibility and Carefulness,> 50tr
charles1586,>60,Female,Starting a Career,5,1,Patience;Communication skills,10tr - 30tr
lori7410,45-50,Female,Getting Married,2,10,Loving and caring nature;Responsibility and Carefulness,> 50tr
natalie1096,<25,Female,Losing a Job,5,22,Responsibility and Carefulness;Communication skills,> 50tr
christine2447,45-50,Male,Retirement,4,11,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
steven5707,30-45,Male,Starting a Career,3,31,Patience;Loving and caring nature;Communication skills,10tr - 30tr
olivia4227,<25,Female,Losing a Job,0,5,Loving and caring nature;Communication skills;Patience,> 50tr
david8433,<25,Female,Starting a Career,0,42,Loving and caring nature;Responsibility and Carefulness;Communication skills,10tr - 30tr
william2504,<25,Female,Losing a Job,5,12,Loving and caring nature;Patience;Responsibility and Carefulness,> 50tr
brandon7879,<25,Male,Getting Married,3,21,Responsibility and Carefulness;Loving and caring nature;Communication skills,30tr - 50tr
lisa4860,<25,Male,Losing a Job,0,24,Patience;Responsibility and Carefulness,30tr - 50tr
jackie1502,50-60,Female,Losing a Job,1,4,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
adam6449,>60,Male,Starting a Career,1,32,Patience;Responsibility and Carefulness,30tr - 50tr
mary5221,50-60,Female,Losing a Job,5,7,Patience;Communication skills;Responsibility and Carefulness,> 50tr
nichole4604,30-45,Female,Retirement,4,42,Communication skills;Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
victoria2321,25-30,Male,Getting Married,5,28,Responsibility and Carefulness;Communication skills,< 10tr
tiffany7636,30-45,Male,Retirement,1,7,Responsibility and Carefulness;Communication skills;Patience,> 50tr
clayton6745,<25,Female,Retirement,4,23,Patience;Responsibility and Carefulness,10tr - 30tr
kayla9275,50-60,Male,Retirement,1,34,Patience;Responsibility and Carefulness,30tr - 50tr
lauren6830,>60,Female,Getting Married,4,9,Loving and caring nature;Responsibility and Carefulness,> 50tr
mark4087,<25,Female,Starting a Career,4,15,Responsibility and Carefulness;Patience;Loving and caring nature,> 50tr
gary1324,<25,Female,Major Illness/Disability,5,48,Communication skills;Patience,30tr - 50tr
jeffrey2167,30-45,Female,Major Illness/Disability,1,20,Patience;Communication skills;Responsibility and Carefulness,> 50tr
mary5919,45-50,Male,Major Illness/Disability,0,41,Responsibility and Carefulness;Patience;Loving and caring nature,> 50tr
danielle7727,>60,Male,Losing a Job,0,14,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
linda9348,30-45,Male,Starting a Career,1,23,Communication skills;Patience;Responsibility and Carefulness,30tr - 50tr
tanya2912,50-60,Female,Starting a Career,0,40,Patience;Communication skills;Responsibility and Carefulness,> 50tr
steven5010,30-45,Female,Major Illness/Disability,2,4,Patience;Responsibility and Carefulness,30tr - 50tr
donna4272,>60,Male,Starting a Career,3,9,Responsibility and Carefulness;Communication skills,< 10tr
brooke9092,<25,Male,Starting a Career,2,44,Patience;Responsibility and Carefulness,> 50tr
joy9338,>60,Male,Major Illness/Disability,4,0,Communication skills;Responsibility and Carefulness,30tr - 50tr
susan6788,>60,Male,Major Illness/Disability,2,49,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
monica1937,>60,Male,Getting Married,0,19,Patience;Communication skills;Loving and caring nature,30tr - 50tr
albert5837,>60,Male,Losing a Job,5,37,Communication skills;Loving and caring nature,< 10tr
katherine1943,<25,Female,Losing a Job,3,47,Loving and caring nature;Responsibility and Carefulness,> 50tr
cristian2448,<25,Female,Starting a Career,5,25,Responsibility and Carefulness;Communication skills;Patience,> 50tr
deborah9797,<25,Male,Losing a Job,5,7,Communication skills;Responsibility and Carefulness;Patience,30tr - 50tr
betty6664,>60,Male,Getting Married,3,20,Communication skills;Responsibility and Carefulness,30tr - 50tr
melissa1274,50-60,Female,Retirement,3,40,Loving and caring nature;Patience;Responsibility and Carefulness,> 50tr
pamela5196,>60,Male,Losing a Job,0,30,Responsibility and Carefulness;Communication skills;Loving and caring nature,> 50tr
christopher8083,<25,Female,Losing a Job,3,24,Loving and caring nature;Responsibility and Carefulness;Communication skills,> 50tr
amy9000,<25,Female,Getting Married,1,19,Patience;Communication skills;Loving and caring nature,> 50tr
raymond4838,>60,Male,Major Illness/Disability,2,49,Responsibility and Carefulness;Patience;Loving and caring nature,> 50tr
jennifer2172,50-60,Male,Retirement,2,24,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
david7754,50-60,Female,Losing a Job,2,39,Loving and caring nature;Responsibility and Carefulness,30tr - 50tr
theodore1936,25-30,Male,Starting a Career,2,29,Communication skills;Patience;Responsibility and Carefulness,30tr - 50tr
chad5538,>60,Male,Getting Married,2,35,Patience;Loving and caring nature;Communication skills,30tr - 50tr
frank9081,50-60,Female,Major Illness/Disability,4,34,Communication skills;Loving and caring nature,30tr - 50tr
richard5738,>60,Male,Major Illness/Disability,4,20,Patience;Responsibility and Carefulness;Communication skills,> 50tr
joshua6035,30-45,Female,Losing a Job,5,42,Communication skills;Loving and caring nature,> 50tr
suzanne6435,>60,Male,Starting a Career,3,35,Responsibility and Carefulness;Patience;Loving and caring nature,30tr - 50tr
michael4116,30-45,Male,Losing a Job,0,1,Patience;Loving and caring nature;Communication skills,< 10tr
alicia3706,<25,Male,Starting a Career,2,0,Communication skills;Responsibility and Carefulness;Patience,10tr - 30tr
gary1382,>60,Female,Major Illness/Disability,3,0,Patience;Loving and caring nature;Responsibility and Carefulness,> 50tr
karen9958,30-45,Female,Getting Married,1,16,Patience;Responsibility and Carefulness,> 50tr
amanda5539,>60,Female,Starting a Career,2,5,Communication skills;Patience;Responsibility and Carefulness,> 50tr
tyler4685,>60,Male,Major Illness/Disability,5,0,Patience;Responsibility and Carefulness;Loving and caring nature,> 50tr
stephen8371,<25,Female,Major Illness/Disability,0,14,Loving and caring nature;Communication skills;Responsibility and Carefulness,> 50tr
troy6908,50-60,Male,Starting a Career,5,24,Responsibility and Carefulness;Patience;Communication skills,< 10tr
kristina7299,30-45,Male,Getting Married,5,46,Communication skills;Loving and caring nature;Patience,30tr - 50tr
james6784,>60,Female,Losing a Job,0,37,Loving and caring nature;Patience;Communication skills,10tr - 30tr
kyle8141,<25,Female,Getting Married,2,14,Patience;Responsibility and Carefulness;Communication skills,> 50tr
megan1197,45-50,Male,Losing a Job,0,11,Communication skills;Responsibility and Carefulness,> 50tr
nicole5905,50-60,Male,Retirement,0,20,Loving and caring nature;Patience;Responsibility and Carefulness,10tr - 30tr
cheryl5305,30-45,Male,Major Illness/Disability,0,49,Patience;Communication skills,30tr - 50tr
victoria8631,>60,Female,Retirement,2,31,Patience;Loving and caring nature,> 50tr
nicholas5976,30-45,Female,Getting Married,2,27,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
derrick2325,50-60,Female,Losing a Job,4,33,Loving and caring nature;Responsibility and Carefulness,< 10tr
mary7406,<25,Male,Retirement,0,29,Responsibility and Carefulness;Patience;Loving and caring nature,10tr - 30tr
melinda8880,>60,Male,Retirement,4,36,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
noah8509,>60,Female,Getting Married,2,40,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
rachel1113,>60,Female,Starting a Career,0,32,Communication skills;Patience;Responsibility and Carefulness,30tr - 50tr
jennifer9261,25-30,Male,Starting a Career,0,10,Responsibility and Carefulness;Communication skills,> 50tr
stephanie3977,30-45,Male,Retirement,3,16,Communication skills;Responsibility and Carefulness;Patience,30tr - 50tr
jessica5163,>60,Male,Starting a Career,1,39,Responsibility and Carefulness;Loving and caring nature,30tr - 50tr
karen3593,30-45,Male,Starting a Career,1,35,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
bryan3255,<25,Male,Retirement,0,29,Communication skills;Patience,10tr - 30tr
patricia4017,<25,Female,Getting Married,5,41,Patience;Loving and caring nature,10tr - 30tr
felicia9423,25-30,Male,Starting a Career,1,23,Responsibility and Carefulness;Loving and caring nature;Patience,> 50tr
phillip5844,>60,Female,Losing a Job,2,9,Responsibility and Carefulness;Patience,> 50tr
john3376,<25,Female,Major Illness/Disability,3,15,Communication skills;Loving and caring nature,> 50tr
albert6097,<25,Male,Major Illness/Disability,5,34,Patience;Loving and caring nature;Responsibility and Carefulness,> 50tr
robert9551,30-45,Female,Starting a Career,3,7,Communication skills;Responsibility and Carefulness;Loving and caring nature,> 50tr
jacob5366,>60,Female,Starting a Career,0,47,Patience;Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
scott3658,<25,Male,Major Illness/Disability,2,9,Responsibility and Carefulness;Patience,10tr - 30tr
juan5059,>60,Male,Losing a Job,2,15,Loving and caring nature;Responsibility and Carefulness;Patience,> 50tr
diane9922,30-45,Male,Losing a Job,1,41,Patience;Communication skills;Responsibility and Carefulness,30tr - 50tr
krystal7584,>60,Male,Losing a Job,0,20,Communication skills;Patience,> 50tr
hayley1900,>60,Female,Getting Married,3,28,Responsibility and Carefulness;Patience;Communication skills,> 50tr
bryan3419,>60,Male,Retirement,2,8,Responsibility and Carefulness;Communication skills,> 50tr
andre3804,>60,Female,Starting a Career,3,23,Communication skills;Loving and caring nature,30tr - 50tr
jodi7103,45-50,Female,Retirement,4,10,Responsibility and Carefulness;Loving and caring nature;Communication skills,10tr - 30tr
elizabeth8935,50-60,Female,Major Illness/Disability,0,10,Patience;Loving and caring nature;Communication skills,> 50tr
victoria6010,30-45,Female,Retirement,3,40,Communication skills;Patience;Responsibility and Carefulness,< 10tr
michael8804,<25,Female,Losing a Job,3,2,Patience;Responsibility and Carefulness,> 50tr
shannon8992,<25,Female,Retirement,3,22,Patience;Responsibility and Carefulness;Communication skills,> 50tr
ruth9560,45-50,Female,Getting Married,0,21,Loving and caring nature;Communication skills,> 50tr
brittany8577,45-50,Female,Retirement,2,7,Responsibility and Carefulness;Patience;Communication skills,> 50tr
nicole6559,>60,Male,Major Illness/Disability,1,23,Patience;Loving and caring nature,10tr - 30tr
adam6201,30-45,Female,Starting a Career,5,1,Patience;Loving and caring nature,30tr - 50tr
kenneth7562,>60,Male,Losing a Job,1,47,Patience;Communication skills;Responsibility and Carefulness,> 50tr
leah7115,>60,Female,Retirement,2,49,Patience;Responsibility and Carefulness,30tr - 50tr
john1022,>60,Female,Losing a Job,5,50,Loving and caring nature;Responsibility and Carefulness;Patience,> 50tr
kathryn8603,>60,Female,Getting Married,4,3,Responsibility and Carefulness;Communication skills;Loving and caring nature,10tr - 30tr
christina2491,50-60,Male,Getting Married,2,14,Patience;Responsibility and Carefulness;Loving and caring nature,> 50tr
steven5909,50-60,Male,Getting Married,3,34,Patience;Loving and caring nature,> 50tr
mary7250,>60,Male,Major Illness/Disability,4,24,Patience;Communication skills;Responsibility and Carefulness,> 50tr
alexis6668,45-50,Male,Retirement,1,0,Responsibility and Carefulness;Communication skills;Loving and caring nature,10tr - 30tr
sherry7235,>60,Female,Major Illness/Disability,2,10,Patience;Loving and caring nature;Communication skills,30tr - 50tr
christina2444,>60,Male,Major Illness/Disability,2,42,Loving and caring nature;Communication skills;Patience,30tr - 50tr
kathleen1754,<25,Female,Losing a Job,0,50,Loving and caring nature;Communication skills,> 50tr
amanda3684,<25,Male,Major Illness/Disability,4,22,Communication skills;Patience;Loving and caring nature,> 50tr
sheila7320,>60,Male,Getting Married,1,23,Loving and caring nature;Patience;Responsibility and Carefulness,> 50tr
jennifer8362,<25,Male,Retirement,4,18,Loving and caring nature;Communication skills,> 50tr
michael7884,>60,Male,Getting Married,5,29,Responsibility and Carefulness;Loving and caring nature;Communication skills,> 50tr
austin9415,<25,Female,Getting Married,5,7,Patience;Communication skills,> 50tr
charles6562,25-30,Male,Starting a Career,2,1,Patience;Communication skills,30tr - 50tr
seth5571,50-60,Female,Getting Married,1,40,Communication skills;Patience;Responsibility and Carefulness,< 10tr
lori4938,<25,Male,Starting a Career,2,13,Responsibility and Carefulness;Loving and caring nature,> 50tr
steven2134,30-45,Male,Major Illness/Disability,2,23,Patience;Communication skills,10tr - 30tr
juan5738,50-60,Female,Retirement,0,17,Responsibility and Carefulness;Patience,< 10tr
john5176,<25,Male,Major Illness/Disability,5,24,Responsibility and Carefulness;Communication skills,10tr - 30tr
ashley9337,30-45,Female,Retirement,3,14,Responsibility and Carefulness;Patience;Loving and caring nature,10tr - 30tr
sarah7580,30-45,Female,Retirement,4,32,Loving and caring nature;Patience;Communication skills,> 50tr
megan4941,<25,Male,Starting a Career,3,1,Loving and caring nature;Patience,> 50tr
morgan7525,<25,Female,Starting a Career,0,47,Loving and caring nature;Communication skills;Patience,> 50tr
stephen9342,25-30,Female,Getting Married,0,35,Loving and caring nature;Communication skills;Responsibility and Carefulness,10tr - 30tr
david9785,50-60,Female,Losing a Job,4,27,Loving and caring nature;Communication skills,> 50tr
johnny6309,<25,Male,Major Illness/Disability,3,42,Patience;Communication skills;Responsibility and Carefulness,10tr - 30tr
jessica7819,>60,Male,Losing a Job,4,34,Patience;Loving and caring nature;Communication skills,> 50tr
jennifer1064,<25,Male,Getting Married,5,6,Responsibility and Carefulness;Loving and caring nature,> 50tr
hayden4996,>60,Male,Retirement,4,5,Patience;Responsibility and Carefulness,< 10tr
rachel9979,>60,Male,Starting a Career,4,28,Loving and caring nature;Responsibility and Carefulness,10tr - 30tr
amy9934,>60,Male,Starting a Career,1,12,Loving and caring nature;Responsibility and Carefulness;Communication skills,> 50tr
john4838,45-50,Female,Getting Married,1,42,Loving and caring nature;Patience,30tr - 50tr
kelly5972,>60,Male,Major Illness/Disability,2,8,Responsibility and Carefulness;Loving and caring nature,10tr - 30tr
jacob8444,<25,Male,Starting a Career,0,27,Communication skills;Loving and caring nature,10tr - 30tr
terri8358,>60,Female,Losing a Job,5,29,Responsibility and Carefulness;Loving and caring nature;Communication skills,> 50tr
brandon8970,30-45,Male,Starting a Career,0,20,Communication skills;Responsibility and Carefulness,10tr - 30tr
marie7505,>60,Male,Getting Married,1,33,Responsibility and Carefulness;Loving and caring nature;Patience,< 10tr
cody2946,>60,Male,Major Illness/Disability,0,44,Communication skills;Loving and caring nature,> 50tr
madeline3169,>60,Female,Starting a Career,4,41,Communication skills;Patience,< 10tr
ashley7045,<25,Female,Losing a Job,4,8,Loving and caring nature;Responsibility and Carefulness;Patience,30tr - 50tr
frank7779,45-50,Female,Starting a Career,3,44,Loving and caring nature;Communication skills;Responsibility and Carefulness,30tr - 50tr
james4658,<25,Male,Losing a Job,3,34,Communication skills;Loving and caring nature,> 50tr
caroline7389,>60,Female,Starting a Career,4,34,Communication skills;Loving and caring nature;Responsibility and Carefulness,> 50tr
kendra9272,45-50,Male,Starting a Career,2,4,Loving and caring nature;Communication skills;Patience,30tr - 50tr
john4835,<25,Male,Retirement,0,45,Loving and caring nature;Communication skills,30tr - 50tr
timothy3454,50-60,Male,Major Illness/Disability,0,20,Communication skills;Patience,> 50tr
bryan8464,>60,Male,Getting Married,0,50,Responsibility and Carefulness;Loving and caring nature;Patience,10tr - 30tr
